,[Subjective_Register],(First_Person),FirstPer,(FirstPerson_Personal),SelfDisclosure,SelfReluctance,Autobio,(Personal_Register),PrivateThinking,Disclosure,Intensity,Immediacy,SubjectiveTime,SubjectivePercept,(Confidence),Confidence,(Uncertainty),Uncertainty,[Emotion],(Positive_Emotion),Positivity,(Negative_Emotion),Negativity,Anger,Fear,Sad,Reluctance,Apology,[Description],(Sensory_Language),SenseProperty,SenseObject,(Space_Movement),SpaceRelation,SceneShift,Motions,(Dialog_Orality),DialogCues,OralCues,[Institutional_Register],(Public_Sources),In_Media,CommonAuthorities,(Public_Responsibility),Responsibility,(Positive_Values),StandardsPos,Innovations,(Negative_Values),StandardsNeg,[Academic_Register],(Abstract_Thought),AbstractConcepts,CommunicatorRole,LangRef,(Citing_Others),Precedent_Defending,ReceivedPOV,ConfirmedThght,Citations,Neg_Citation,Repair_Citation,Speculative_Citation,Authoritative_Citation,Contested_Citation,Attack_Citation,Quotation,(Guide_thru_Complexity),Metadiscourse,[Future],(Future),ProjectAhead,PredictedFuture,[Past],(Past),ProjectBack,Future_in_Past,[Personal_Relations],(Positive_Relations),Promise,Self_Promise,Reassure,Reinforce,Acknowledge,(Inclusive_Relations),Inclusive,(Negative_Relations),Negative_Relation,Confront,[Reasoning],(Constructive_Reasoning),ReasonForward,ReasonBackward,DirectReasoning,Support,(Contingent_Reasoning),Contingency,(Oppositional_Reasoning),DenyDisclaim,Concessive,Resistance,[Interactive],(Inquiry),Curiosity,Question,Future_Question,OpenQuery,(AddressingOther),DirectAddress,Request,FollowUp,Feedback,PosFeedback,NegFeedback,PriorKnowledge,[Elaboration],(GeneralExampleExcept),Generalization,Example,Exceptions,(Comparison),Comparison,Resemblances,(Defining_Specifying),Specifiers,Definition,Numbers,[Reporting],(Reporting_States),ReportingStates,(Reporting_Events),ReportingEvents,(Reporting_Process),RecurringEvents,GenericEvents,Sequence,MatureProcess,Cause,Consequence,(Reporting_Change),Transformation,Substitution,Updates,Precedent_Setting,[Directing],(Directives),Imperative,Procedures,MoveBody,ConfirmExperience,ErrorRecovery,(Insistence),Insist,[Narrative],(Narrative_Verbs),Narrative_Verbs,(Time_Expressions),TimeShift,TimeDuration,Biographical_Time,TimeDate,(Narrative_Background),Aside,[Character],(PersonalPronoun),PersonPronoun,(Person_Attribution),Positive_Attribution,Negative_Attribution,Neutral_Attribution,(Person_Class),PersonProperty,,,,,,,,,,,,,,,,,,,,,,,,,,Key,Group
Harrison_PlanetDamned_1962_Altered.txt,3.63,0,0,0,0,0,0,3.3,0.99,0,1.32,0,0,0.99,0,0,0.33,0.33,6.93,0,0,6.93,5.61,1.32,0,0,0,0,8.58,5.61,1.65,3.96,2.97,2.64,0,0.33,0,0,0,2.64,1.32,0,1.32,0,0,0,0,0,1.32,1.32,3.3,2.97,2.31,0,0.66,0.33,0,0,0,0.33,0,0,0,0,0,0,0,0,0,1.32,1.32,0.99,0.33,3.63,3.63,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.33,0,0.33,0,0,1.65,1.65,1.32,0.66,0,0.66,1.65,0,0,0,0,0,1.65,1.65,0,0,0,0,0,0,3.96,0.33,0,0,0.33,0.66,0.33,0.33,2.97,1.32,0,1.65,2.64,0.33,0.33,1.32,1.32,0.66,0,0,0.33,0,0,0.33,0.33,0.33,0,0,0,0.33,0,0,0,0,0,0,0.33,0.33,0.66,0,0,0.66,0,0.33,0.33,0,0,0,0.66,0,0,0,0,0,0,0.66,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Herbert_DuneMessiah_1969_Altered.txt,5.26,0.87,0.87,0.32,0.22,0.02,0.07,3.44,1.2,0.17,0.7,0.2,0.17,1,0.27,0.27,0.35,0.35,2.82,0.55,0.55,2.27,1.37,0.12,0.62,0.15,0,0,11.02,5.29,1.75,3.54,3.09,1.92,0.27,0.9,2.64,2.47,0.17,1.27,0.3,0,0.3,0,0,0.72,0.72,0,0.25,0.25,4.16,3.32,3.02,0,0.3,0.75,0,0,0.02,0.45,0,0.02,0,0,0,0,0.25,0.1,0.1,0.85,0.85,0.7,0.15,1.57,1.57,1.57,0,0.3,0,0,0,0,0,0,0.05,0.05,0.25,0.12,0.12,1.9,0.1,0.05,0.02,0,0.02,0.45,0.45,1.35,0.82,0.02,0.5,2.29,0.97,0.15,0.77,0.02,0.02,1.32,1.17,0.1,0,0,0,0,0.05,1.72,0.2,0.15,0,0.05,0.45,0.35,0.1,1.07,0.92,0,0.15,6.33,2.07,2.07,2.54,2.54,0.75,0.17,0.1,0.37,0,0.05,0.05,0.97,0.3,0,0.67,0,0.65,0.2,0.2,0,0,0,0,0.45,0.45,1.02,0.47,0.47,0.55,0.1,0.27,0.17,0,0,0,6.01,3.72,3.72,0.97,0,0,0.97,1.32,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Lafferty_4thMansions_1969_Alt.txt,5.95,0.35,0.35,0.2,0.17,0,0.03,4.38,0.54,0.09,1.45,0.54,0.2,1.56,0.2,0.2,0.81,0.81,3.35,0.67,0.67,2.68,2.18,0.09,0.29,0.09,0.03,0,11.37,6.86,2.19,4.67,3.83,1.65,0.26,1.91,0.68,0.54,0.14,1.5,0.32,0,0.32,0,0,0.78,0.77,0.01,0.4,0.4,2.64,2.25,2.15,0,0.1,0.29,0.01,0,0.01,0.2,0,0,0,0.01,0.01,0,0.04,0.1,0.1,0.57,0.57,0.48,0.09,3.67,3.67,3.67,0,0.36,0,0,0,0,0,0,0.22,0.22,0.13,0.12,0.01,2.86,0.11,0.11,0,0,0,0.9,0.9,1.85,0.73,0.08,1.04,1.5,0.81,0.19,0.55,0.03,0.04,0.68,0.66,0,0,0,0,0,0.02,2.97,0.32,0.29,0.01,0.02,0.8,0.65,0.15,1.85,1.28,0,0.57,6.07,0.78,0.78,2.48,2.48,1.55,0.31,0.2,0.88,0.05,0.05,0.06,1.25,0.66,0.05,0.52,0.02,0.23,0.04,0.03,0,0.01,0,0,0.19,0.19,1.68,0.44,0.44,1.19,0.27,0.57,0.35,0,0.05,0.05,4.69,2.55,2.55,0.35,0,0,0.35,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Laumer_InfiniteCage_1972_Altered.txt,4.97,1.08,1.08,0.45,0.27,0.01,0.18,2.78,0.63,0.05,0.69,0.42,0.17,0.81,0.17,0.17,0.49,0.49,2.23,0.56,0.56,1.67,1.33,0.16,0.08,0.07,0.03,0,13.98,7.18,2.43,4.75,4.29,2.58,0.37,1.33,2.51,2.23,0.27,0.86,0.28,0,0.28,0.03,0.03,0.35,0.34,0.01,0.2,0.2,2.89,1.97,1.6,0,0.37,0.87,0,0,0.02,0.71,0,0,0,0,0,0,0.14,0.05,0.05,0.53,0.53,0.48,0.06,1.41,1.41,1.41,0,0.41,0.11,0,0.03,0.06,0,0.01,0.13,0.13,0.18,0.1,0.07,1.91,0.05,0.03,0.01,0.01,0,0.46,0.46,1.39,0.82,0,0.57,2.79,0.85,0.18,0.63,0.02,0.02,1.94,1.82,0.06,0,0,0.02,0,0.03,1.59,0.11,0.08,0,0.03,0.5,0.38,0.12,0.98,0.7,0,0.28,5.69,1.18,1.18,2.77,2.77,0.95,0.14,0.23,0.54,0,0.02,0.01,0.8,0.38,0,0.41,0,0.4,0.29,0.22,0.01,0.03,0.02,0,0.12,0.12,1.14,0.55,0.55,0.56,0.1,0.36,0.08,0.02,0.02,0.02,6.09,2.29,2.29,0.68,0,0.01,0.67,3.12,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LeGuin_LatheHeaven_1971_Altered.txt,4.73,0.25,0.25,0.22,0.16,0.06,0,3.76,0.73,0.06,0.95,0.25,0.19,1.58,0.13,0.13,0.38,0.38,2.49,0.44,0.44,2.05,1.58,0.06,0.25,0.16,0,0,16.6,9.31,3.5,5.81,6.12,3.88,0.38,1.86,1.17,1.07,0.09,1.2,0.38,0,0.38,0,0,0.25,0.25,0,0.57,0.57,2.87,2.3,1.93,0,0.38,0.51,0,0.03,0,0.38,0,0,0,0,0,0,0.09,0.06,0.06,0.6,0.6,0.54,0.06,2.62,2.62,2.62,0,0.35,0.16,0,0,0.16,0,0,0.03,0.03,0.16,0.13,0.03,2.94,0.28,0.28,0,0,0,0.41,0.41,2.24,1.26,0.13,0.85,0.82,0.57,0.13,0.38,0.06,0,0.25,0.22,0.03,0,0,0,0,0,1.39,0.16,0.13,0,0.03,0.44,0.25,0.19,0.79,0.57,0,0.22,6.09,0.88,0.88,3.03,3.03,1.1,0.28,0.25,0.54,0,0.03,0,1.07,0.6,0,0.47,0,0.22,0.09,0.09,0,0,0,0,0.13,0.13,1.26,0.47,0.47,0.73,0.13,0.51,0.09,0,0.06,0.06,3.41,2.37,2.37,0.47,0,0,0.47,0.57,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Leiber_Wanderer_1964_Altered.txt,5.31,0.29,0.29,0.06,0.04,0,0.03,4.22,0.78,0.03,1.16,0.56,0.3,1.39,0.23,0.23,0.5,0.5,2.23,0.68,0.68,1.54,1.2,0.09,0.22,0.02,0.01,0,17.59,10.37,3.36,7.02,6.32,3.46,0.51,2.35,0.9,0.77,0.13,1.12,0.3,0,0.3,0.02,0.02,0.5,0.48,0.02,0.3,0.3,3.66,3.14,2.84,0.02,0.28,0.41,0,0.01,0,0.18,0,0.03,0,0.01,0,0,0.18,0.11,0.11,0.57,0.57,0.53,0.04,2.44,2.44,2.43,0.01,0.3,0.03,0,0,0.02,0.01,0,0.12,0.12,0.16,0.15,0.01,2.5,0.29,0.22,0.05,0,0.02,0.65,0.65,1.56,0.5,0.09,0.97,0.94,0.29,0.1,0.15,0.03,0.01,0.65,0.59,0.01,0,0,0.02,0.02,0.02,3.26,0.4,0.29,0,0.12,1.14,0.82,0.32,1.72,1.13,0,0.59,5.7,0.73,0.73,2.76,2.76,1.46,0.23,0.2,0.96,0,0.06,0.02,0.75,0.5,0.03,0.22,0.01,0.24,0.12,0.1,0,0.01,0.01,0,0.12,0.12,1.38,0.4,0.4,0.91,0.22,0.59,0.09,0.01,0.06,0.06,3.58,2.19,2.19,0.33,0,0,0.33,1.06,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Malzberg_FallingAstronauts_1971_Altered.txt,6.81,0.65,0.65,0.38,0.28,0.01,0.09,4.56,0.84,0.11,1.4,0.49,0.31,1.42,0.45,0.45,0.77,0.77,2.78,0.65,0.65,2.13,1.62,0.18,0.23,0.08,0.02,0.01,9.46,4.59,1.18,3.4,3.77,1.91,0.31,1.54,1.1,0.9,0.2,1.97,0.65,0.01,0.65,0.09,0.09,0.85,0.84,0.01,0.38,0.38,3.42,2.36,2.2,0.02,0.14,0.84,0,0.06,0.01,0.64,0,0,0.01,0.01,0,0,0.11,0.22,0.22,1.1,1.1,0.89,0.21,2.3,2.3,2.3,0.01,0.54,0.13,0,0.01,0.09,0,0.03,0.16,0.16,0.26,0.09,0.16,4.03,0.34,0.16,0.15,0.01,0.02,1.39,1.39,2.3,1.26,0.09,0.95,2.44,1.05,0.17,0.77,0.06,0.04,1.38,1.26,0.04,0.01,0,0.01,0,0.06,2.32,0.42,0.3,0.01,0.12,0.49,0.34,0.15,1.41,1.02,0,0.39,6.31,1.23,1.23,2.34,2.34,1.69,0.33,0.37,0.86,0.01,0.05,0.08,1.05,0.36,0.04,0.63,0.02,0.43,0.16,0.1,0.01,0.03,0.03,0,0.27,0.27,1.49,0.2,0.2,1.21,0.21,0.7,0.28,0.01,0.08,0.08,3.58,2.11,2.11,0.37,0,0,0.37,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Martin_Song4Lya_1974_Altered.txt,9.92,4.07,4.07,1.37,0.75,0.04,0.58,3.78,0.75,0.04,1.08,0.46,0.21,1.24,0.25,0.25,0.46,0.46,3.36,2.41,2.41,0.95,0.66,0,0.17,0.12,0,0,9.38,5.93,3.24,2.7,2.95,1.95,0.12,0.87,0.5,0.04,0.46,0.87,0,0,0,0,0,0.54,0.54,0,0.33,0.33,1.83,1.62,1.54,0,0.08,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0.12,0.12,0.5,0.5,0.37,0.12,2.28,2.28,2.24,0.04,1.29,0.04,0,0,0.04,0,0,1.08,1.08,0.17,0.08,0.08,3.69,0.17,0.08,0.08,0,0,0.54,0.54,2.99,1.62,0.08,1.29,2.78,0.79,0.12,0.66,0,0,1.99,1.78,0.17,0,0,0,0,0.04,2.82,0.66,0.5,0,0.17,0.75,0.71,0.04,1.41,0.83,0,0.58,6.93,1.74,1.74,3.07,3.07,1.58,0.46,0.29,0.83,0,0,0,0.54,0.12,0,0.41,0,0.66,0.41,0.37,0,0,0.04,0,0.25,0.25,1.16,0.37,0.37,0.79,0.21,0.29,0.29,0,0,0,1.37,0.95,0.95,0.12,0,0,0.12,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,1
McIntyre_Screwtop_1979_Altered.txt,7.41,0,0,0,0,0,0,6.33,1.75,0,1.21,0.27,0.94,2.16,0.81,0.81,0.27,0.27,2.56,0.67,0.67,1.89,0.94,0.13,0.54,0.13,0.13,0,11.19,7.01,1.75,5.26,3.91,1.89,0.67,1.35,0.27,0.13,0.13,0.81,0,0,0,0,0,0.81,0.81,0,0,0,3.37,3.1,2.96,0,0.13,0.27,0,0.13,0,0.13,0,0,0,0,0,0,0,0,0,1.35,1.35,1.21,0.13,3.37,3.37,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0.13,0.13,0,0,0,2.16,2.16,2.29,1.21,0,1.08,0.54,0.4,0.27,0.13,0,0,0.13,0.13,0,0,0,0,0,0,2.16,0.67,0.67,0,0,0.4,0.27,0.13,1.08,0.67,0,0.4,6.6,1.08,1.08,2.7,2.7,1.08,0.4,0,0.67,0,0,0,1.75,1.48,0,0.27,0,0.4,0,0,0,0,0,0,0.4,0.4,2.7,0.67,0.67,2.02,0.27,1.21,0.54,0,0,0,5.53,4.45,4.45,0.94,0,0,0.94,0.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Norton_XFactor_1965_Altered.txt,5.49,0.1,0.1,0.03,0,0,0.03,4.3,0.89,0.1,1.12,0.63,0.21,1.35,0.47,0.47,0.6,0.6,2.58,1.12,1.12,1.46,1.07,0.1,0.16,0.1,0.03,0,10.42,6.9,3.05,3.85,3.26,1.54,0.47,1.25,0.26,0.16,0.1,1.35,0.39,0,0.39,0.08,0.08,0.68,0.68,0,0.21,0.21,2.6,2.29,1.88,0,0.42,0.16,0,0,0.03,0.13,0,0,0,0,0,0,0,0.16,0.16,0.83,0.83,0.68,0.16,4.06,4.06,4.06,0,0.23,0,0,0,0,0,0,0.05,0.05,0.18,0.18,0,5,0.39,0.36,0.03,0,0,1.41,1.41,3.2,1.38,0.26,1.56,1.56,0.86,0.23,0.63,0,0,0.7,0.63,0,0,0,0.03,0.03,0.03,2.42,0.31,0.21,0.03,0.08,0.57,0.44,0.13,1.54,1.15,0,0.39,6.54,1.15,1.15,3.13,3.13,1.41,0.21,0.42,0.7,0,0.08,0,0.86,0.44,0.03,0.36,0.03,0.65,0.29,0.29,0,0,0,0,0.36,0.36,1.67,0.52,0.52,1.09,0.13,0.7,0.26,0,0.05,0.05,4.09,2.79,2.79,0.47,0,0,0.47,0.83,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Pohl_PlaguePythons_1965_Altered.txt,6.09,0.66,0.66,0.24,0.17,0,0.07,4.04,0.78,0.07,0.71,0.34,0.34,1.79,0.44,0.44,0.71,0.71,2.86,0.51,0.51,2.35,1.79,0.12,0.27,0.15,0.02,0,13.26,7.31,1.76,5.55,4.33,2.32,0.34,1.66,1.61,1.32,0.29,0.81,0.15,0,0.15,0.02,0.02,0.44,0.44,0,0.2,0.2,2.54,2.15,1.91,0,0.24,0.37,0,0.05,0,0.15,0,0,0,0,0,0,0.17,0.02,0.02,0.51,0.51,0.49,0.02,2.37,2.37,2.37,0,0.37,0.07,0,0,0.05,0,0.02,0.1,0.1,0.2,0.12,0.07,2.89,0.2,0.17,0.02,0,0,0.78,0.78,1.91,0.9,0.17,0.83,1.69,0.64,0.1,0.49,0.05,0,1.05,1.03,0.02,0,0,0,0,0,1.81,0.24,0.17,0,0.07,0.37,0.22,0.15,1.2,0.88,0,0.32,6.53,0.71,0.71,3.77,3.77,1.15,0.32,0.27,0.56,0,0,0,0.9,0.56,0,0.34,0,0.32,0.15,0.1,0.02,0,0.02,0,0.17,0.17,1.54,0.66,0.66,0.86,0.2,0.54,0.12,0,0.02,0.02,5.97,3.25,3.25,0.61,0,0.02,0.59,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Randall_Islands_1976_Altered.txt,11.52,4.71,4.71,2.16,1.85,0,0.31,4.26,0.94,0.14,0.98,0.56,0.59,1.05,0.14,0.14,0.24,0.24,3.07,1.54,1.54,1.54,1.08,0.03,0.24,0.17,0,0,17.28,11.1,3.88,7.23,6.11,2.55,0.52,3.04,0.07,0,0.07,1.29,0.1,0,0.1,0.03,0.03,0.77,0.77,0,0.38,0.38,3.32,3.21,3.04,0,0.17,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0.07,0.07,0.21,0.21,0.21,0,0.84,0.84,0.84,0,0.21,0.03,0,0,0.03,0,0,0.07,0.07,0.1,0.1,0,1.78,0.17,0.07,0.1,0,0,0.35,0.35,1.26,0.52,0,0.73,1.22,0.87,0.31,0.52,0.03,0,0.35,0.28,0,0,0,0,0,0.07,1.96,0.49,0.38,0,0.1,0.52,0.49,0.03,0.94,0.7,0,0.24,7.23,1.12,1.12,3.74,3.74,1.12,0.28,0.28,0.52,0,0.03,0,1.26,1.05,0,0.21,0,0.24,0.21,0.21,0,0,0,0,0.03,0.03,0.73,0.21,0.21,0.52,0.07,0.42,0.03,0,0,0,0.56,0.21,0.21,0.07,0,0,0.07,0.28,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Russ_WeWhoAreAboutTo_1976_Altered.txt,9.75,2.66,2.66,1.44,0.9,0.05,0.49,4.35,0.52,0.08,1.48,0.41,0.33,1.53,0.34,0.34,0.97,0.97,3.26,0.84,0.84,2.41,1.86,0.21,0.17,0.15,0.01,0.01,10.59,6.29,1.97,4.33,3.84,2.18,0.35,1.31,0.46,0.05,0.41,1.39,0.23,0.01,0.22,0.01,0.01,0.88,0.86,0.01,0.28,0.28,4.36,3.61,2.03,0.03,1.54,0.63,0,0.02,0,0.61,0,0,0,0,0.01,0,0,0.12,0.12,0.72,0.72,0.58,0.14,1.48,1.48,1.48,0,0.51,0.05,0,0,0.02,0.01,0.02,0.18,0.18,0.28,0.2,0.09,4.2,0.52,0.22,0.28,0.01,0.01,1.15,1.15,2.54,1.48,0.13,0.93,3.22,1.26,0.17,1.05,0.02,0.01,1.97,1.82,0.02,0,0,0.01,0,0.12,2.77,0.47,0.27,0.02,0.18,0.87,0.52,0.35,1.42,1,0,0.43,5.57,1.44,1.44,2.17,2.17,1.3,0.24,0.24,0.81,0,0.01,0.01,0.66,0.3,0.02,0.33,0,0.43,0.16,0.14,0,0.01,0.01,0,0.27,0.27,1.39,0.2,0.2,1.04,0.2,0.61,0.23,0,0.16,0.16,1.87,0.88,0.88,0.14,0,0.01,0.13,0.86,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Schmitz_WitchesKarres_1966_Altered.txt,6.41,0.11,0.11,0.11,0.11,0,0,4.65,1.02,0.07,1.57,0.51,0.22,1.24,0.33,0.33,1.21,1.21,2.12,0.7,0.7,1.43,1.06,0.07,0.26,0.04,0,0,12.99,7.28,3.81,3.48,5.27,2.96,0.22,2.09,0.44,0.33,0.11,1.21,0.11,0,0.11,0.04,0.04,0.73,0.7,0.04,0.33,0.33,2.89,2.49,2.45,0,0.04,0.22,0,0,0,0.18,0,0.04,0,0,0,0,0,0.18,0.18,0.48,0.48,0.37,0.11,3.73,3.73,3.73,0,0.26,0.04,0,0,0,0.04,0,0.07,0.07,0.15,0.07,0.07,2.56,0.07,0.04,0.04,0,0,0.77,0.77,1.72,0.88,0,0.84,2.27,1.17,0.22,0.88,0.07,0,1.1,0.92,0.07,0,0,0,0,0.11,1.87,0.11,0.07,0,0.04,0.99,0.59,0.4,0.77,0.66,0,0.11,7.21,1.68,1.68,2.12,2.12,2.12,0.81,0.29,0.95,0,0.07,0,1.28,0.73,0.04,0.51,0,0.37,0.29,0.22,0,0.07,0,0,0.07,0.07,1.87,0.51,0.51,1.28,0.44,0.73,0.11,0,0.07,0.07,3.66,2.49,2.49,0.37,0,0,0.37,0.81,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Silverberg_TimeChanges_1971_Altered.txt,11.32,3.38,3.38,2.56,1.84,0,0.72,4.38,0.95,0.33,0.49,0.56,0.31,1.74,0.36,0.36,0.64,0.64,2.79,1.08,1.08,1.72,1.41,0.05,0.13,0.13,0,0,10.56,6.35,2.95,3.41,3.82,2.02,0.33,1.46,0.38,0.26,0.13,2.79,0.67,0,0.67,0.1,0.1,1.51,1.46,0.05,0.51,0.51,2.87,2.25,2.05,0,0.2,0.38,0,0.05,0,0.26,0,0.03,0,0.05,0,0,0,0.23,0.23,0.33,0.33,0.33,0,2.54,2.54,2.54,0,0.95,0.03,0,0,0.03,0,0,0.67,0.67,0.26,0.26,0,3,0.36,0.36,0,0,0,0.72,0.72,1.92,0.77,0.08,1.08,1.23,0.74,0.41,0.33,0,0,0.49,0.49,0,0,0,0,0,0,2.49,0.51,0.33,0.03,0.15,0.59,0.51,0.08,1.38,0.85,0,0.54,5.25,0.59,0.59,2.59,2.59,1.2,0.1,0.15,0.92,0,0.03,0,0.87,0.56,0.05,0.23,0.03,0.38,0.1,0.08,0.03,0,0,0,0.28,0.28,1.13,0.31,0.31,0.79,0.08,0.56,0.15,0,0.03,0.03,1.87,1.23,1.23,0.03,0.03,0,0,0.61,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Varley_Titan_1979_Altered.txt,5.96,0.1,0.1,0,0,0,0,4.94,1.68,0.05,0.92,0.31,0.2,1.78,0.15,0.15,0.76,0.76,3.31,0.61,0.61,2.7,1.99,0.15,0.36,0.2,0,0,10.96,7.65,3.47,4.18,3.21,1.27,0.31,1.63,0.1,0,0.1,1.22,0.25,0,0.25,0,0,0.61,0.61,0,0.36,0.36,2.6,2.29,1.94,0,0.36,0.2,0,0.05,0,0.1,0,0,0,0,0,0,0.05,0.1,0.1,0.61,0.61,0.61,0,5.05,5.05,5.05,0,0.2,0,0,0,0,0,0,0.05,0.05,0.15,0.15,0,4.38,0.15,0.1,0.05,0,0,1.78,1.78,2.45,1.38,0.05,1.02,1.83,1.38,0.41,0.97,0,0,0.46,0.36,0.05,0,0,0,0,0.05,2.04,0.1,0.1,0,0,0.61,0.41,0.2,1.33,1.12,0,0.2,4.94,0.76,0.76,1.89,1.89,1.58,0.56,0.1,0.82,0,0.1,0,0.71,0.36,0,0.36,0,0.31,0.15,0.1,0.05,0,0,0,0.15,0.15,2.24,0.46,0.46,1.73,0.46,0.92,0.36,0,0.05,0.05,4.89,3.31,3.31,0.82,0,0,0.82,0.76,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Wilhelm_KillerThing_1967_Altered.txt,4.75,0.56,0.56,0.33,0.23,0.02,0.07,3.02,0.64,0.02,0.68,0.4,0.33,0.96,0.42,0.42,0.42,0.42,2.87,0.74,0.74,2.13,1.78,0.11,0.14,0.1,0,0,13.35,8.52,2.9,5.62,4.51,2.48,0.41,1.63,0.33,0.09,0.24,1.25,0.33,0.01,0.32,0.04,0.04,0.56,0.54,0.02,0.33,0.33,2.96,2.65,2.51,0.01,0.14,0.24,0,0,0.05,0.2,0,0,0,0,0,0,0,0.07,0.07,0.85,0.85,0.69,0.15,2.12,2.12,2.12,0,0.82,0.08,0.01,0.01,0.07,0,0,0.43,0.43,0.31,0.17,0.14,2.66,0.15,0.07,0.07,0,0.01,0.84,0.84,1.68,1.13,0.02,0.52,3.51,1.49,0.16,1.28,0.01,0.04,2.02,1.92,0.08,0,0,0,0,0.02,2.29,0.2,0.14,0,0.06,0.6,0.39,0.21,1.49,1.17,0,0.32,6.21,1.25,1.25,2.51,2.51,1.51,0.34,0.28,0.82,0.01,0.05,0.02,0.94,0.48,0.03,0.43,0,0.71,0.34,0.2,0,0.14,0.01,0,0.37,0.37,1.42,0.37,0.37,1.03,0.24,0.6,0.19,0.01,0.02,0.02,3.75,1.91,1.91,0.48,0.01,0.02,0.46,1.37,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Zelazny_DreamMaster_1966_Altered.txt,4.11,0.62,0.62,0.29,0.17,0.01,0.11,2.58,0.38,0.02,0.8,0.43,0.33,0.63,0.18,0.18,0.43,0.43,1.77,0.52,0.52,1.25,0.93,0.05,0.1,0.15,0.02,0.01,17.25,9.99,3.08,6.91,5.04,3.1,0.35,1.59,2.22,2.09,0.13,0.83,0.24,0,0.24,0.02,0.02,0.4,0.4,0,0.18,0.18,2.96,2.25,1.85,0,0.4,0.69,0,0.02,0.01,0.38,0,0.04,0,0,0,0,0.24,0.02,0.02,0.47,0.47,0.42,0.05,1.7,1.7,1.7,0,0.27,0.07,0,0,0.04,0,0.02,0.07,0.07,0.14,0.11,0.02,1.74,0.2,0.17,0.02,0,0,0.47,0.47,1.07,0.57,0.06,0.44,1.66,0.49,0.07,0.4,0,0.02,1.17,1.09,0.04,0,0,0,0,0.04,1.77,0.39,0.3,0,0.09,0.51,0.29,0.22,0.87,0.67,0,0.2,6.58,1.36,1.36,3.22,3.22,1.09,0.31,0.14,0.61,0,0.02,0.02,0.9,0.59,0.01,0.29,0.02,0.21,0.07,0.07,0.01,0,0,0,0.14,0.14,1.61,0.68,0.68,0.9,0.22,0.63,0.04,0.01,0.02,0.02,3.56,2.33,2.33,0.87,0.01,0,0.86,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,1
