,[Subjective_Register],(First_Person),FirstPer,(FirstPerson_Personal),SelfDisclosure,SelfReluctance,Autobio,(Personal_Register),PrivateThinking,Disclosure,Intensity,Immediacy,SubjectiveTime,SubjectivePercept,(Confidence),Confidence,(Uncertainty),Uncertainty,[Emotion],(Positive_Emotion),Positivity,(Negative_Emotion),Negativity,Anger,Fear,Sad,Reluctance,Apology,[Description],(Sensory_Language),SenseProperty,SenseObject,(Space_Movement),SpaceRelation,SceneShift,Motions,(Dialog_Orality),DialogCues,OralCues,[Institutional_Register],(Public_Sources),In_Media,CommonAuthorities,(Public_Responsibility),Responsibility,(Positive_Values),StandardsPos,Innovations,(Negative_Values),StandardsNeg,[Academic_Register],(Abstract_Thought),AbstractConcepts,CommunicatorRole,LangRef,(Citing_Others),Precedent_Defending,ReceivedPOV,ConfirmedThght,Citations,Neg_Citation,Repair_Citation,Speculative_Citation,Authoritative_Citation,Contested_Citation,Attack_Citation,Quotation,(Guide_thru_Complexity),Metadiscourse,[Future],(Future),ProjectAhead,PredictedFuture,[Past],(Past),ProjectBack,Future_in_Past,[Personal_Relations],(Positive_Relations),Promise,Self_Promise,Reassure,Reinforce,Acknowledge,(Inclusive_Relations),Inclusive,(Negative_Relations),Negative_Relation,Confront,[Reasoning],(Constructive_Reasoning),ReasonForward,ReasonBackward,DirectReasoning,Support,(Contingent_Reasoning),Contingency,(Oppositional_Reasoning),DenyDisclaim,Concessive,Resistance,[Interactive],(Inquiry),Curiosity,Question,Future_Question,OpenQuery,(AddressingOther),DirectAddress,Request,FollowUp,Feedback,PosFeedback,NegFeedback,PriorKnowledge,[Elaboration],(GeneralExampleExcept),Generalization,Example,Exceptions,(Comparison),Comparison,Resemblances,(Defining_Specifying),Specifiers,Definition,Numbers,[Reporting],(Reporting_States),ReportingStates,(Reporting_Events),ReportingEvents,(Reporting_Process),RecurringEvents,GenericEvents,Sequence,MatureProcess,Cause,Consequence,(Reporting_Change),Transformation,Substitution,Updates,Precedent_Setting,[Directing],(Directives),Imperative,Procedures,MoveBody,ConfirmExperience,ErrorRecovery,(Insistence),Insist,[Narrative],(Narrative_Verbs),Narrative_Verbs,(Time_Expressions),TimeShift,TimeDuration,Biographical_Time,TimeDate,(Narrative_Background),Aside,[Character],(PersonalPronoun),PersonPronoun,(Person_Attribution),Positive_Attribution,Negative_Attribution,Neutral_Attribution,(Person_Class),PersonProperty,,,,,,,,,,,,,,,,,,,,,,,,,,Key,Group
Harrison_PlanetDamned_1962_Default.txt,5.78,0.71,0.71,0.43,0.29,0.03,0.11,3.5,0.55,0.09,0.83,0.5,0.37,1.15,0.54,0.54,0.6,0.6,2.78,0.57,0.57,2.21,1.85,0.13,0.12,0.08,0.02,0,11.21,6.19,1.84,4.35,3.91,2.25,0.34,1.32,1.11,1.06,0.05,1.67,0.4,0,0.39,0.06,0.06,0.88,0.86,0.02,0.34,0.34,3.66,3.04,2.78,0,0.26,0.51,0,0.01,0.01,0.41,0,0.01,0,0.02,0,0,0.03,0.11,0.11,0.91,0.91,0.72,0.19,2.39,2.39,2.39,0,0.54,0.08,0,0,0.06,0,0.02,0.27,0.27,0.19,0.13,0.05,3.47,0.26,0.16,0.08,0.01,0.01,1.17,1.17,2.04,0.97,0.06,1.01,2.03,0.69,0.22,0.41,0.03,0.03,1.34,1.2,0.06,0.01,0.01,0.01,0,0.05,2.63,0.49,0.27,0,0.22,0.76,0.61,0.15,1.38,1,0,0.37,6.55,1.46,1.46,2.76,2.76,1.39,0.21,0.33,0.77,0.01,0.05,0.02,0.94,0.43,0.03,0.47,0.01,0.41,0.12,0.09,0,0.01,0.02,0,0.29,0.29,1.76,0.56,0.56,1.18,0.25,0.77,0.15,0.01,0.01,0.01,3.32,1.9,1.9,0.42,0.01,0.01,0.4,1.01,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Herbert_DuneMessiah_1969_Default.txt,5.62,0.75,0.75,0.42,0.26,0,0.16,3.57,0.86,0.12,0.65,0.36,0.22,1.37,0.38,0.38,0.5,0.5,2.68,0.6,0.6,2.08,1.52,0.18,0.25,0.11,0.02,0,10.95,5.43,1.6,3.83,3.45,2.1,0.31,1.03,2.07,1.98,0.1,2.22,0.72,0,0.72,0.03,0.03,1.05,1.05,0,0.42,0.42,4.21,2.94,2.59,0.01,0.34,1.2,0,0.02,0.01,0.9,0,0.02,0,0.01,0.01,0,0.23,0.07,0.07,0.86,0.86,0.69,0.17,1.89,1.89,1.88,0.01,0.56,0.03,0,0,0.02,0,0.01,0.26,0.26,0.27,0.23,0.04,2.74,0.18,0.11,0.05,0.01,0.01,0.82,0.82,1.74,0.79,0.04,0.9,2.32,1.01,0.26,0.7,0.04,0.02,1.31,1.21,0.04,0,0,0,0,0.04,1.93,0.34,0.21,0.01,0.12,0.46,0.39,0.07,1.13,0.88,0,0.24,5.87,1.55,1.55,2.62,2.62,0.89,0.15,0.25,0.42,0,0.04,0.02,0.82,0.41,0.03,0.37,0.01,0.36,0.09,0.06,0,0.01,0.01,0,0.27,0.27,1.36,0.62,0.62,0.73,0.19,0.37,0.16,0,0.01,0.01,4.45,2.34,2.34,0.44,0,0,0.43,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Lafferty_4thMansions_1969_Def.txt,7.62,1.38,1.38,0.82,0.55,0.02,0.26,4,0.45,0.07,1.22,0.56,0.29,1.41,0.6,0.6,0.83,0.83,2.35,0.58,0.58,1.77,1.45,0.11,0.17,0.02,0.01,0,8.14,4.07,1.24,2.84,2.47,1.45,0.3,0.73,1.6,1.33,0.28,1.72,0.49,0.01,0.49,0.02,0.02,0.85,0.84,0.01,0.35,0.35,3.2,2.4,2.01,0,0.39,0.62,0,0.03,0.02,0.49,0,0.01,0,0.01,0.01,0,0.05,0.18,0.18,0.95,0.95,0.65,0.3,2.34,2.34,2.34,0,0.67,0.04,0,0,0.03,0,0.01,0.42,0.42,0.22,0.15,0.07,3.91,0.2,0.12,0.05,0.01,0.02,1.15,1.15,2.56,1.32,0.12,1.13,3.39,1.24,0.28,0.88,0.03,0.04,2.15,1.97,0.09,0,0,0.01,0,0.07,2.89,0.42,0.25,0.01,0.16,0.8,0.65,0.15,1.67,1.12,0,0.55,6.11,1.66,1.66,2.13,2.13,1.22,0.28,0.24,0.61,0.01,0.06,0.02,1.09,0.39,0.04,0.65,0.01,0.42,0.14,0.09,0.01,0.01,0.04,0,0.28,0.28,1.29,0.27,0.27,0.96,0.27,0.5,0.19,0.01,0.05,0.05,3.33,1.2,1.2,0.19,0,0.01,0.18,1.94,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Laumer_InfiniteCage_1972_Default.txt,5.89,1.46,1.46,0.66,0.42,0.02,0.23,2.91,0.58,0.07,0.73,0.38,0.16,0.99,0.27,0.27,0.6,0.6,2.14,0.64,0.64,1.5,1.25,0.11,0.07,0.05,0.01,0.01,11.19,5.54,1.75,3.79,3.15,1.9,0.31,0.94,2.5,2.22,0.29,1.67,0.37,0.01,0.36,0.05,0.05,0.9,0.87,0.02,0.35,0.35,3.99,3,2.72,0,0.29,0.88,0,0.01,0.02,0.73,0,0.02,0,0.01,0,0,0.08,0.11,0.11,0.85,0.85,0.71,0.14,1.25,1.25,1.25,0,0.39,0.09,0,0,0.05,0,0.03,0.08,0.08,0.22,0.13,0.09,2.2,0.18,0.12,0.04,0.01,0.01,0.6,0.6,1.42,0.75,0.02,0.64,3.32,0.93,0.24,0.64,0.02,0.03,2.39,2.25,0.04,0.01,0,0.02,0,0.06,2.22,0.17,0.11,0.01,0.05,0.5,0.36,0.14,1.55,0.76,0.01,0.78,6.12,1.16,1.16,3.04,3.04,1.22,0.2,0.32,0.61,0.01,0.06,0.02,0.71,0.34,0.03,0.33,0.01,0.35,0.13,0.09,0,0.01,0.03,0,0.22,0.22,1.45,0.55,0.55,0.87,0.16,0.59,0.1,0.02,0.03,0.03,5.59,1.48,1.48,0.39,0.01,0,0.39,3.72,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LeGuin_LatheHeaven_1971_Default.txt,6.88,0.86,0.86,0.47,0.24,0.02,0.22,4.42,0.98,0.04,1.11,0.5,0.26,1.52,0.45,0.45,0.67,0.67,2.51,0.66,0.66,1.85,1.39,0.14,0.23,0.08,0.02,0.01,9.7,5.02,1.55,3.47,3.37,2.12,0.28,0.97,1.31,1.1,0.21,1.91,0.51,0,0.51,0.06,0.06,0.96,0.94,0.02,0.38,0.38,3.73,3.02,2.66,0,0.35,0.6,0,0.02,0.01,0.49,0,0.02,0,0.01,0,0,0.05,0.11,0.11,0.82,0.82,0.7,0.11,2.67,2.67,2.66,0,0.42,0.08,0,0,0.05,0.01,0.02,0.14,0.14,0.2,0.13,0.07,3.72,0.32,0.24,0.07,0.01,0,0.97,0.97,2.43,1.31,0.06,1.07,2.56,0.85,0.25,0.57,0.01,0.02,1.72,1.55,0.05,0,0,0.03,0,0.09,2.5,0.37,0.21,0.02,0.15,0.65,0.47,0.19,1.48,0.93,0.01,0.55,6.05,1.19,1.19,2.41,2.41,1.45,0.32,0.4,0.61,0.02,0.05,0.05,1,0.42,0.03,0.55,0,0.38,0.15,0.1,0.01,0.01,0.03,0,0.23,0.23,1.56,0.37,0.37,1.11,0.19,0.69,0.2,0.03,0.08,0.08,3.21,1.71,1.71,0.3,0,0,0.29,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Leiber_Wanderer_1964_Default.txt,5.12,0.49,0.49,0.26,0.18,0.01,0.08,3.52,0.53,0.04,1,0.43,0.27,1.25,0.29,0.29,0.55,0.55,2.08,0.63,0.63,1.45,1.15,0.11,0.1,0.06,0.02,0.01,16.66,9.51,3.23,6.28,5.8,3.46,0.52,1.82,1.35,1.19,0.16,1.05,0.25,0,0.25,0.04,0.04,0.56,0.55,0.01,0.2,0.2,3.36,2.47,2.21,0.01,0.24,0.8,0,0.02,0.01,0.36,0,0.02,0,0.01,0.01,0,0.38,0.09,0.09,0.55,0.55,0.49,0.06,2.18,2.18,2.18,0.01,0.46,0.06,0,0,0.03,0.01,0.02,0.2,0.2,0.19,0.15,0.03,2.51,0.22,0.15,0.05,0,0.02,0.65,0.65,1.64,0.59,0.1,0.95,1.28,0.47,0.14,0.31,0.01,0.01,0.81,0.74,0.03,0,0,0.01,0,0.03,2.98,0.33,0.19,0,0.14,0.89,0.62,0.27,1.75,0.98,0,0.76,5.8,0.98,0.98,2.69,2.69,1.25,0.19,0.16,0.82,0,0.04,0.03,0.87,0.42,0.03,0.42,0.01,0.29,0.11,0.09,0,0,0.01,0,0.18,0.18,1.43,0.55,0.55,0.8,0.17,0.56,0.07,0.01,0.08,0.08,3.66,1.75,1.75,0.28,0,0,0.27,1.62,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Malzberg_FallingAstronauts_1971_Default.txt,7.75,1.06,1.06,0.62,0.42,0.02,0.18,4.54,0.81,0.09,1.31,0.59,0.28,1.46,0.51,0.51,1.01,1.01,2.45,0.67,0.67,1.77,1.34,0.19,0.14,0.07,0.01,0.01,8.33,3.66,0.88,2.78,3.05,1.62,0.32,1.11,1.62,1.45,0.17,2.02,0.65,0.01,0.63,0.06,0.06,0.93,0.93,0.01,0.38,0.38,3.71,2.29,2.12,0.01,0.15,1.23,0.01,0.03,0.01,1,0,0.01,0,0.01,0,0,0.15,0.2,0.2,1.1,1.1,0.83,0.27,1.59,1.59,1.59,0,0.59,0.08,0.01,0,0.04,0.01,0.03,0.22,0.22,0.29,0.16,0.14,4.33,0.3,0.17,0.11,0.01,0.02,1.43,1.43,2.59,1.45,0.07,1.08,3.16,1.04,0.27,0.7,0.03,0.03,2.12,1.86,0.11,0,0,0.05,0,0.1,2.58,0.47,0.32,0,0.15,0.73,0.55,0.18,1.37,1.09,0,0.28,6.39,1.47,1.47,2.44,2.44,1.47,0.26,0.47,0.65,0.01,0.06,0.02,1.01,0.37,0.04,0.6,0.01,0.37,0.09,0.06,0,0,0.02,0,0.28,0.28,1.26,0.16,0.16,1.04,0.23,0.64,0.16,0.01,0.05,0.05,3.14,1.34,1.34,0.37,0.01,0.01,0.34,1.43,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Martin_Song4Lya_1974_Default.txt,8.34,2.49,2.49,1.02,0.51,0.03,0.49,3.64,0.61,0.08,1.01,0.43,0.36,1.15,0.34,0.34,0.84,0.84,2.92,1.19,1.19,1.73,1.2,0.13,0.24,0.14,0.02,0,9.37,4.6,1.98,2.62,3.16,1.85,0.31,1,1.61,1.35,0.25,1.29,0.38,0,0.37,0.03,0.03,0.67,0.65,0.02,0.22,0.22,2.7,1.97,1.78,0.01,0.18,0.57,0,0.05,0.01,0.46,0,0.02,0,0,0.01,0,0.01,0.17,0.17,0.74,0.74,0.63,0.11,2.22,2.22,2.22,0,0.85,0.07,0,0,0.05,0,0.02,0.64,0.64,0.14,0.13,0.01,3.55,0.27,0.19,0.07,0,0,0.86,0.86,2.42,1.15,0.08,1.2,2.36,0.91,0.22,0.65,0.01,0.03,1.45,1.29,0.05,0.01,0,0.03,0,0.06,2.64,0.39,0.29,0.01,0.09,0.87,0.76,0.11,1.37,0.99,0.01,0.37,6.74,1.67,1.67,2.65,2.65,1.46,0.29,0.32,0.8,0.01,0.04,0,0.96,0.31,0.01,0.63,0,0.21,0.09,0.06,0,0.01,0.02,0,0.12,0.12,1.41,0.55,0.55,0.83,0.22,0.49,0.12,0.01,0.02,0.02,2.74,1.66,1.66,0.36,0.01,0,0.35,0.73,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,1
McIntyre_Screwtop_1979_Default.txt,5.89,0.8,0.8,0.49,0.21,0.01,0.27,3.77,0.67,0.07,0.97,0.3,0.31,1.45,0.37,0.37,0.46,0.46,3.05,0.65,0.65,2.4,1.68,0.19,0.35,0.14,0.03,0.01,12.08,6.8,2.2,4.59,4.02,2.27,0.41,1.34,1.26,1.2,0.06,1.38,0.25,0,0.25,0.04,0.04,0.76,0.75,0.01,0.33,0.33,2.34,1.81,1.63,0,0.18,0.47,0,0.02,0,0.4,0,0.01,0,0,0.01,0,0.02,0.06,0.06,0.61,0.61,0.53,0.08,3.11,3.11,3.11,0,0.4,0.09,0,0,0.04,0,0.04,0.12,0.12,0.19,0.15,0.04,3.99,0.23,0.14,0.07,0,0.02,1.18,1.18,2.59,1.31,0.06,1.22,1.58,0.54,0.18,0.33,0.03,0.01,1.04,0.9,0.09,0,0,0.01,0,0.03,2.01,0.32,0.18,0,0.14,0.76,0.65,0.11,0.93,0.7,0,0.23,5.96,1.08,1.08,2.75,2.75,1.24,0.25,0.24,0.58,0.01,0.11,0.04,0.9,0.37,0.05,0.47,0,0.26,0.07,0.04,0.01,0,0.01,0,0.19,0.19,2.01,0.64,0.64,1.35,0.22,0.77,0.36,0,0.03,0.03,4.63,3.34,3.34,0.68,0.01,0,0.68,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Norton_XFactor_1965_Default.txt,4.97,0.22,0.22,0.15,0.11,0,0.04,3.47,0.59,0.06,0.86,0.51,0.27,1.18,0.39,0.39,0.75,0.75,2.13,0.55,0.55,1.58,1.26,0.08,0.18,0.04,0.02,0,12.93,7.63,2.51,5.12,4.61,2.58,0.43,1.6,0.7,0.6,0.09,1.35,0.36,0.01,0.35,0.02,0.02,0.7,0.69,0,0.27,0.27,2.81,2.46,2.25,0,0.21,0.22,0,0.02,0.01,0.15,0,0.03,0,0,0,0,0.02,0.12,0.12,0.85,0.85,0.78,0.07,3.55,3.55,3.55,0.01,0.44,0.03,0,0,0.02,0,0,0.21,0.21,0.2,0.17,0.02,4.06,0.3,0.24,0.03,0.01,0.02,1.23,1.23,2.54,1.17,0.09,1.28,1.54,0.83,0.27,0.52,0.02,0.03,0.71,0.63,0.03,0,0,0.01,0,0.04,2.95,0.24,0.11,0,0.13,0.77,0.6,0.16,1.95,1.38,0,0.56,6.44,1,1,2.98,2.98,1.54,0.33,0.24,0.88,0.01,0.05,0.02,0.93,0.48,0.02,0.42,0.02,0.33,0.1,0.07,0.01,0.01,0,0,0.24,0.24,1.72,0.59,0.59,1.06,0.26,0.64,0.16,0,0.07,0.07,3.47,2.3,2.3,0.48,0,0.01,0.47,0.69,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Pohl_PlaguePythons_1965_Default.txt,5.77,0.53,0.53,0.28,0.17,0.02,0.1,3.77,0.54,0.06,1.04,0.33,0.27,1.53,0.42,0.42,0.77,0.77,2.74,0.77,0.77,1.97,1.58,0.16,0.14,0.06,0.02,0.01,10.48,5.55,1.47,4.08,3.78,2.24,0.35,1.19,1.15,0.87,0.28,1.49,0.48,0.01,0.47,0.06,0.06,0.67,0.66,0.01,0.28,0.28,3,2.4,2.1,0.03,0.28,0.49,0,0.02,0.01,0.34,0,0,0,0.01,0,0,0.12,0.1,0.1,0.71,0.71,0.66,0.05,3.63,3.63,3.62,0,0.45,0.03,0,0,0.01,0,0.01,0.2,0.2,0.22,0.17,0.05,3.49,0.3,0.18,0.09,0.01,0.02,1.02,1.02,2.18,1.14,0.09,0.95,1.68,0.73,0.27,0.42,0.02,0.02,0.95,0.81,0.03,0,0,0.01,0,0.09,2.36,0.38,0.21,0.01,0.16,0.48,0.36,0.11,1.5,0.92,0,0.58,6.09,1.12,1.12,2.67,2.67,1.56,0.27,0.32,0.9,0.01,0.05,0.01,0.75,0.31,0.03,0.4,0,0.28,0.11,0.09,0,0,0.01,0,0.17,0.17,1.84,0.52,0.52,1.28,0.28,0.77,0.22,0.01,0.04,0.04,5.34,2.19,2.19,0.51,0,0,0.51,2.63,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Randall_Islands_1976_Default.txt,7.9,3.3,3.3,1.27,0.79,0.02,0.46,2.52,0.34,0.05,0.64,0.24,0.29,0.96,0.3,0.3,0.51,0.51,2.41,0.69,0.69,1.72,1.3,0.16,0.16,0.07,0.02,0,14.92,8.46,2.17,6.29,5.03,2.95,0.48,1.6,1.44,1.07,0.36,1.49,0.27,0,0.27,0.02,0.02,0.92,0.92,0.01,0.27,0.27,3,2.54,2.36,0,0.17,0.37,0,0.01,0.02,0.26,0,0.03,0,0.01,0.01,0,0.03,0.1,0.1,0.72,0.72,0.63,0.09,1.4,1.4,1.4,0,0.52,0.07,0,0,0.04,0,0.03,0.24,0.24,0.21,0.15,0.06,2.57,0.22,0.16,0.04,0,0.01,0.63,0.63,1.72,0.92,0.02,0.77,2.02,0.92,0.24,0.63,0.02,0.03,1.1,0.93,0.05,0.01,0,0.01,0,0.08,1.93,0.26,0.16,0.01,0.09,0.54,0.44,0.1,1.14,0.79,0,0.35,6.82,1.16,1.16,3.44,3.44,1.37,0.31,0.22,0.77,0.01,0.04,0.01,0.85,0.46,0.05,0.34,0.01,0.3,0.11,0.08,0.01,0,0.02,0,0.19,0.19,1.85,0.7,0.7,1.14,0.19,0.85,0.1,0,0.01,0.01,1.93,1.12,1.12,0.21,0.01,0,0.2,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Russ_WeWhoAreAboutTo_1976_Default.txt,8.06,2.64,2.64,0.91,0.53,0.03,0.36,3.31,0.38,0.03,1.09,0.34,0.23,1.23,0.37,0.37,0.82,0.82,2.44,0.68,0.68,1.76,1.37,0.15,0.13,0.09,0.01,0,10.17,5.92,1.87,4.04,3.74,2,0.39,1.34,0.51,0.01,0.5,1.31,0.27,0,0.27,0.02,0.02,0.75,0.75,0.01,0.26,0.26,8.03,6.46,2.12,0.01,4.33,1.43,0,0.03,0.01,1.37,0,0,0,0.01,0.01,0,0,0.14,0.14,0.76,0.76,0.59,0.17,1.06,1.06,1.06,0,0.65,0.05,0,0.01,0.03,0,0.01,0.36,0.36,0.24,0.16,0.08,3.78,0.5,0.26,0.2,0.03,0,1.07,1.07,2.22,1.38,0.07,0.77,3.3,1.39,0.18,1.14,0.03,0.04,1.91,1.7,0.06,0,0,0.01,0,0.14,2.6,0.39,0.28,0.01,0.1,0.73,0.52,0.21,1.48,0.91,0,0.57,5.83,1.34,1.34,2.52,2.52,1.25,0.2,0.27,0.72,0,0.04,0.01,0.71,0.3,0.01,0.4,0,0.48,0.16,0.13,0,0,0.02,0,0.33,0.33,1.55,0.28,0.28,1.09,0.17,0.75,0.16,0.01,0.18,0.18,2.5,1.11,1.11,0.2,0.01,0,0.19,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Schmitz_WitchesKarres_1966.txt,5.61,0.43,0.43,0.26,0.17,0.01,0.08,3.61,0.62,0.07,0.97,0.5,0.34,1.11,0.44,0.44,0.87,0.87,1.89,0.5,0.5,1.38,1.08,0.08,0.16,0.04,0.02,0,11.92,5.86,2.02,3.84,4.21,2.51,0.4,1.3,1.85,1.66,0.19,1.42,0.4,0,0.39,0.04,0.04,0.76,0.75,0.01,0.23,0.23,3.28,2.5,2.35,0,0.15,0.66,0,0.02,0,0.54,0,0.01,0,0.01,0.01,0,0.06,0.13,0.13,0.77,0.77,0.68,0.09,2.8,2.8,2.8,0.01,0.44,0.08,0,0,0.06,0.01,0.01,0.16,0.16,0.2,0.17,0.03,3.4,0.22,0.14,0.05,0,0.03,1.29,1.29,1.88,0.93,0.08,0.87,1.59,0.57,0.23,0.29,0.02,0.02,1.02,0.9,0.02,0,0,0.01,0,0.08,2.34,0.28,0.14,0.01,0.13,0.6,0.44,0.17,1.45,0.95,0,0.5,6.59,1.2,1.2,3.01,3.01,1.47,0.37,0.27,0.77,0.01,0.05,0.01,0.91,0.42,0.02,0.46,0,0.29,0.09,0.05,0.01,0.01,0.02,0,0.2,0.2,1.89,0.64,0.64,1.2,0.31,0.79,0.09,0,0.06,0.06,3.76,1.63,1.63,0.34,0,0,0.33,1.79,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Silverberg_TimeChanges_1971_Default.txt,8.94,2.94,2.94,1.55,0.84,0.02,0.69,3.45,0.48,0.24,0.79,0.42,0.27,1.25,0.37,0.37,0.63,0.63,2.86,1.03,1.03,1.83,1.43,0.11,0.17,0.1,0.02,0.01,9.47,4.92,1.79,3.13,3.71,2.17,0.54,1,0.85,0.74,0.1,2.62,0.98,0,0.98,0.04,0.04,1.14,1.13,0.01,0.46,0.46,3.04,2.35,2.04,0.01,0.3,0.55,0,0.03,0,0.37,0,0.04,0,0.01,0,0,0.09,0.13,0.13,0.79,0.79,0.66,0.13,2.06,2.06,2.06,0.01,0.82,0.09,0.02,0,0.05,0,0.01,0.52,0.52,0.21,0.2,0.01,3.29,0.43,0.38,0.03,0.01,0.01,0.91,0.91,1.95,0.95,0.11,0.89,1.87,0.82,0.23,0.53,0.04,0.02,1.05,0.94,0.06,0,0,0,0,0.04,2.73,0.4,0.25,0.01,0.13,0.6,0.49,0.1,1.74,0.94,0,0.8,6.26,1.13,1.13,3,3,1.36,0.29,0.29,0.69,0.01,0.07,0.02,0.78,0.41,0.04,0.32,0.01,0.32,0.1,0.08,0,0.01,0.01,0,0.23,0.23,1.74,0.41,0.41,1.26,0.28,0.77,0.19,0.01,0.06,0.06,2.92,1.38,1.38,0.2,0.01,0,0.19,1.34,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Varley_Titan_1979_Default.txt,5.71,1.04,1.04,0.57,0.36,0.02,0.19,3.11,0.54,0.04,0.86,0.31,0.26,1.11,0.36,0.36,0.62,0.62,2.73,0.69,0.69,2.04,1.7,0.11,0.13,0.08,0.02,0,12.42,6.86,2.02,4.84,4.22,2.54,0.33,1.35,1.33,1.13,0.21,1.06,0.19,0,0.19,0.03,0.03,0.65,0.63,0.02,0.18,0.18,3.02,2.41,2.2,0,0.21,0.52,0,0.02,0.01,0.45,0,0.01,0,0.01,0,0,0.03,0.09,0.09,0.8,0.8,0.72,0.09,2.77,2.77,2.77,0,0.47,0.09,0,0,0.06,0,0.02,0.24,0.24,0.14,0.09,0.05,3.38,0.2,0.11,0.08,0,0.01,1.1,1.1,2.08,1.06,0.05,0.97,2.19,0.79,0.23,0.52,0.02,0.02,1.4,1.27,0.08,0.01,0,0.02,0,0.02,2.78,0.29,0.16,0.01,0.13,0.9,0.65,0.25,1.59,0.97,0,0.62,6.2,1.37,1.37,2.68,2.68,1.37,0.24,0.24,0.83,0,0.05,0.01,0.78,0.36,0.01,0.4,0.01,0.35,0.13,0.09,0.01,0.02,0.02,0,0.22,0.22,1.64,0.43,0.43,1.16,0.26,0.73,0.17,0.01,0.05,0.05,2.93,1.83,1.83,0.49,0.01,0.01,0.47,0.62,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Wilhelm_KillerThing_1967_Default.txt,3.75,0.14,0.14,0.09,0.07,0.01,0.02,2.86,0.5,0.05,0.66,0.32,0.31,1.02,0.29,0.29,0.36,0.36,2.13,0.38,0.38,1.75,1.44,0.08,0.15,0.05,0.02,0,13.5,8.22,2.12,6.1,4.81,2.93,0.54,1.35,0.46,0.41,0.05,1.39,0.46,0.02,0.43,0.06,0.06,0.63,0.62,0.01,0.24,0.24,3.5,3.19,2.97,0,0.22,0.24,0,0.02,0,0.19,0,0,0,0,0.01,0,0.02,0.07,0.07,0.92,0.92,0.84,0.08,3.41,3.41,3.4,0.01,0.46,0.06,0,0,0.05,0,0.01,0.19,0.19,0.2,0.17,0.03,3.17,0.22,0.16,0.04,0,0.01,1.22,1.22,1.73,0.93,0.02,0.78,1.04,0.66,0.23,0.39,0.01,0.03,0.38,0.32,0.02,0,0,0.01,0,0.03,2.74,0.33,0.24,0.01,0.09,0.72,0.61,0.11,1.69,1.12,0,0.57,7.34,1.15,1.15,3.26,3.26,1.92,0.44,0.34,1.07,0,0.05,0.01,1.01,0.53,0.04,0.42,0.02,0.33,0.17,0.04,0,0.1,0.02,0,0.16,0.16,2.28,0.54,0.54,1.7,0.39,0.99,0.32,0,0.04,0.04,3.53,2.1,2.1,0.57,0.01,0.01,0.55,0.87,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Zelazny_DreamMaster_1966_Default.txt,5.79,0.98,0.98,0.59,0.36,0.02,0.2,3.3,0.52,0.07,0.93,0.44,0.29,1.05,0.28,0.28,0.64,0.64,2.08,0.79,0.79,1.29,1.03,0.06,0.13,0.05,0.02,0.01,12.53,6.56,1.84,4.72,3.85,2.22,0.36,1.26,2.12,1.84,0.28,1.31,0.35,0,0.35,0.02,0.02,0.73,0.72,0.01,0.2,0.2,3.51,2.76,2.29,0.01,0.46,0.64,0,0.01,0.01,0.46,0,0.04,0,0.01,0,0,0.1,0.11,0.11,0.73,0.73,0.59,0.14,1.69,1.69,1.68,0,0.41,0.15,0,0,0.04,0.01,0.1,0.1,0.1,0.15,0.11,0.04,2.52,0.29,0.13,0.13,0.01,0.02,0.79,0.79,1.44,0.77,0.14,0.53,2.12,0.8,0.21,0.54,0.02,0.02,1.32,1.17,0.07,0,0,0.02,0,0.06,2.28,0.29,0.18,0.01,0.1,0.57,0.41,0.16,1.42,0.97,0,0.45,7.13,1.48,1.48,3.1,3.1,1.64,0.37,0.39,0.78,0.02,0.05,0.03,0.91,0.44,0.03,0.43,0.01,0.26,0.11,0.1,0.01,0,0,0,0.15,0.15,1.71,0.62,0.62,1.03,0.23,0.63,0.15,0.02,0.06,0.06,4,2.24,2.24,0.62,0,0,0.61,1.14,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,1
